dataset,fold,score_set,method,stage,features,scores,lookahead,psl_calibration_method,psl_optimization_metric,brier_score_loss_train,brier_score_loss_test,roc_auc_score_train,roc_auc_score_test,constrained_precision_train,constrained_precision_test,expected_entropy_train,expected_entropy_test,accuracy_score_y_pred_train,accuracy_score_y_pred_test,accuracy_score_y_bal_train,accuracy_score_y_bal_test,f1_score_y_pred_train,f1_score_y_pred_test,f1_score_y_bal_train,f1_score_y_bal_test,precision_score_y_pred_train,precision_score_y_pred_test,precision_score_y_bal_train,precision_score_y_bal_test,recall_score_y_pred_train,recall_score_y_pred_test,recall_score_y_bal_train,recall_score_y_bal_test,balanced_accuracy_score_y_pred_train,balanced_accuracy_score_y_pred_test,balanced_accuracy_score_y_bal_train,balanced_accuracy_score_y_bal_test
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,10,"[6, 14, 15, 11, 7, 5, 12, 8, 13, 0]","[3, 2, 3, 2, 1, 1, 2, -2, 1, -1]",2,isotonic,expected_entropy,0.154500243360851,0.1837520981335229,0.8336253994433563,0.8055555555555556,0.5833333333333334,0.5340909090909091,0.6570096201605384,0.6169830331155242,0.7474747474747475,0.7070707070707071,0.7373737373737373,0.7272727272727273,0.6212121212121213,0.6027397260273972,0.7078651685393259,0.7096774193548386,0.9534883720930232,0.88,0.7078651685393258,0.7333333333333333,0.4606741573033708,0.4583333333333333,0.7078651685393258,0.6875,0.72116276672508,0.6997549019607843,0.7346665292237913,0.7261029411764706
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,11,"[6, 14, 15, 11, 7, 5, 12, 8, 13, 0, 10]","[3, 2, 3, 2, 1, 1, 2, -2, 1, -1, 1]",2,isotonic,expected_entropy,0.1586045456763507,0.1855410788302094,0.8280589629935058,0.8073937908496732,0.5869565217391305,0.6338028169014085,0.6683944201370574,0.6188095480203712,0.7474747474747475,0.696969696969697,0.7272727272727273,0.7373737373737373,0.6323529411764706,0.6052631578947368,0.7032967032967034,0.723404255319149,0.9148936170212766,0.8214285714285714,0.6881720430107527,0.7391304347826086,0.4831460674157303,0.4791666666666667,0.7191011235955056,0.7083333333333334,0.7232244098546542,0.6905637254901961,0.726523038861973,0.7365196078431373
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,12,"[6, 14, 15, 11, 7, 5, 12, 8, 13, 0, 10, 9]","[3, 2, 3, 2, 1, 1, 2, -2, 1, -1, 1, 1]",2,isotonic,expected_entropy,0.1584360949044031,0.1766519164903532,0.8292959488712505,0.8057598039215687,0.5899280575539568,0.5340909090909091,0.6672653702117085,0.6187478881004386,0.7474747474747475,0.7171717171717171,0.7424242424242424,0.7171717171717171,0.6376811594202899,0.65,0.6709677419354839,0.6744186046511628,0.8979591836734694,0.8125,0.7878787878787878,0.7631578947368421,0.4943820224719101,0.5416666666666666,0.5842696629213483,0.6041666666666666,0.7242552314194413,0.7120098039215685,0.7279146479744356,0.7138480392156863
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,13,"[6, 14, 15, 11, 7, 5, 12, 8, 13, 0, 10, 9, 4]","[3, 2, 3, 2, 1, 1, 2, -2, 1, -1, 1, 1, -2]",2,isotonic,expected_entropy,0.1625696290389272,0.1872677634968577,0.8186269456757035,0.7794117647058824,0.536144578313253,0.5542168674698795,0.665212688765513,0.6380743939866118,0.7373737373737373,0.7070707070707071,0.7373737373737373,0.7070707070707071,0.6829268292682926,0.6741573033707865,0.6829268292682926,0.6741573033707865,0.7466666666666667,0.7317073170731707,0.7466666666666667,0.7317073170731707,0.6292134831460674,0.625,0.6292134831460674,0.625,0.7274507782702815,0.704656862745098,0.7274507782702815,0.704656862745098
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,14,"[6, 14, 15, 11, 7, 5, 12, 8, 13, 0, 10, 9, 4, 2]","[3, 2, 3, 2, 1, 1, 2, -2, 1, -1, 1, 1, -2, -1]",2,isotonic,expected_entropy,0.1604286502909782,0.1929036117982981,0.8177507473456345,0.7724673202614378,0.5393939393939394,0.5432098765432098,0.6586858918397773,0.6203011793050076,0.7323232323232324,0.7171717171717171,0.7171717171717171,0.696969696969697,0.6187050359712231,0.6585365853658537,0.6989247311827956,0.6938775510204083,0.86,0.7941176470588235,0.6701030927835051,0.68,0.4831460674157303,0.5625,0.7303370786516854,0.7083333333333334,0.7094629419647459,0.7126225490196079,0.7183795485001546,0.6973039215686274
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,15,"[6, 14, 15, 11, 7, 5, 12, 8, 13, 0, 10, 9, 4, 2, 3]","[3, 2, 3, 2, 1, 1, 2, -2, 1, -1, 1, 1, -2, -1, -1]",2,isotonic,expected_entropy,0.1619473422752111,0.1872222817925138,0.8150190701989486,0.7808415032679739,0.5398773006134969,0.5348837209302325,0.6632376367397199,0.6289237318124808,0.7323232323232324,0.7171717171717171,0.7323232323232324,0.7171717171717171,0.6131386861313869,0.6410256410256411,0.6826347305389221,0.6818181818181818,0.875,0.8333333333333334,0.7307692307692307,0.75,0.4719101123595505,0.5208333333333334,0.6404494382022472,0.625,0.7084321203999587,0.7113970588235294,0.7238944438717658,0.7144607843137255
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,16,"[6, 14, 15, 11, 7, 5, 12, 8, 13, 0, 10, 9, 4, 2, 3, 1]","[3, 2, 3, 2, 1, 1, 2, -2, 1, -1, 1, 1, -2, -1, -1, -1]",2,isotonic,expected_entropy,0.1616825986557787,0.1898997853410345,0.8182146170497887,0.7779820261437909,0.5375,0.5542168674698795,0.6672620504236418,0.6321158641407464,0.7474747474747475,0.7171717171717171,0.7474747474747475,0.7171717171717171,0.691358024691358,0.6818181818181818,0.691358024691358,0.6818181818181818,0.7671232876712328,0.75,0.7671232876712328,0.75,0.6292134831460674,0.625,0.6292134831460674,0.625,0.7366250901968869,0.7144607843137255,0.7366250901968869,0.7144607843137255
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,0,[],[],2,isotonic,constrained_precision,0.2474492398734823,0.2510203040506071,0.5,0.5,0.4494949494949495,0.4848484848484848,0.9926274950457996,0.9926274950457996,0.5505050505050505,0.5151515151515151,0.5505050505050505,0.5151515151515151,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,1,[8],[-3],2,isotonic,constrained_precision,0.214923076399315,0.2289584182703745,0.6736418925883929,0.6415441176470589,0.4494949494949495,0.4848484848484848,0.8925930475283453,0.8964280613181751,0.6565656565656566,0.6363636363636364,0.6565656565656566,0.6363636363636364,0.6880733944954128,0.6842105263157896,0.6880733944954128,0.6842105263157896,0.5813953488372093,0.5909090909090909,0.5813953488372093,0.5909090909090909,0.8426966292134831,0.8125,0.8426966292134831,0.8125,0.6736418925883929,0.6415441176470589,0.6736418925883929,0.6415441176470589
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,2,"[8, 15]","[-3, 2]",2,isotonic,constrained_precision,0.1992084224842845,0.2065330072383749,0.7400783424389238,0.7230392156862746,0.5503355704697986,0.4848484848484848,0.8423910745048547,0.8373123066162489,0.7070707070707071,0.696969696969697,0.7070707070707071,0.696969696969697,0.6704545454545453,0.6739130434782609,0.6704545454545453,0.6739130434782609,0.6781609195402298,0.7045454545454546,0.6781609195402298,0.7045454545454546,0.6629213483146067,0.6458333333333334,0.6629213483146067,0.6458333333333334,0.7030203071848262,0.6954656862745099,0.7030203071848262,0.6954656862745099
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,3,"[8, 15, 9]","[-3, 2, -2]",2,isotonic,constrained_precision,0.1982513783979121,0.2109809394237576,0.7445108751675085,0.7258986928104576,0.5655172413793104,0.5172413793103449,0.833015475129119,0.8218326273776682,0.6818181818181818,0.6363636363636364,0.6616161616161617,0.6767676767676768,0.5827814569536423,0.5135135135135135,0.6794258373205742,0.69811320754717,0.7096774193548387,0.7307692307692307,0.5916666666666667,0.6379310344827587,0.4943820224719101,0.3958333333333333,0.797752808988764,0.7708333333333334,0.6646222038965055,0.6292892156862745,0.6741057622925472,0.6795343137254902
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,4,"[8, 15, 9, 13]","[-3, 2, -2, 1]",2,isotonic,constrained_precision,0.1941750709803852,0.2017025337220652,0.7588392949180498,0.7430555555555556,0.5827338129496403,0.5844155844155844,0.8188255859899766,0.80250246897567,0.6919191919191919,0.6565656565656566,0.6919191919191919,0.6565656565656566,0.6629834254143646,0.6136363636363636,0.6629834254143646,0.6136363636363636,0.6521739130434783,0.675,0.6521739130434783,0.675,0.6741573033707865,0.5625,0.6741573033707865,0.5625,0.6902896608597051,0.6537990196078431,0.6902896608597051,0.6537990196078431
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,5,"[8, 15, 9, 13, 11]","[-3, 2, -2, 1, 1]",2,isotonic,constrained_precision,0.1930237523440722,0.206862821068035,0.7610040202041026,0.7258986928104575,0.5763888888888888,0.6338028169014085,0.8129376674743068,0.8104843308958308,0.6818181818181818,0.6262626262626263,0.6616161616161617,0.7070707070707071,0.6134969325153374,0.5194805194805195,0.7124463519313305,0.7563025210084034,0.6756756756756757,0.6896551724137931,0.5763888888888888,0.6338028169014085,0.5617977528089888,0.4166666666666667,0.9325842696629212,0.9375,0.6708071332852283,0.6200980392156863,0.6864756210699927,0.7138480392156863
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,6,"[8, 15, 9, 13, 11, 12]","[-3, 2, -2, 1, 1, 2]",2,isotonic,constrained_precision,0.1823635841977149,0.198028540171026,0.7819296979692814,0.7481617647058824,0.6090225563909775,0.5555555555555556,0.7740081741267723,0.7617199868178589,0.696969696969697,0.7272727272727273,0.696969696969697,0.7272727272727273,0.7297297297297297,0.7567567567567567,0.7297297297297297,0.7567567567567567,0.6090225563909775,0.6666666666666666,0.6090225563909775,0.6666666666666666,0.9101123595505618,0.875,0.9101123595505618,0.875,0.7165240696835378,0.7316176470588236,0.7165240696835378,0.7316176470588236
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,7,"[8, 15, 9, 13, 11, 12, 7]","[-3, 2, -2, 1, 1, 2, 1]",2,isotonic,constrained_precision,0.1893539936989884,0.2100269473559087,0.7646118956808576,0.7320261437908497,0.5942028985507246,0.5421686746987951,0.7972266931624425,0.787103304719724,0.6818181818181818,0.7171717171717171,0.6818181818181818,0.696969696969697,0.704225352112676,0.7307692307692307,0.7224669603524229,0.7368421052631579,0.6048387096774194,0.6785714285714286,0.5942028985507246,0.6363636363636364,0.8426966292134831,0.7916666666666666,0.9213483146067416,0.875,0.6965776724049066,0.7193627450980392,0.7037934233584167,0.7022058823529411
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,8,"[8, 15, 9, 13, 11, 12, 7, 0]","[-3, 2, -2, 1, 1, 2, 1, -1]",2,isotonic,constrained_precision,0.187034653469591,0.2025236120312632,0.7668797031233893,0.7340686274509803,0.6136363636363636,0.5945945945945946,0.7871561391213946,0.7673709447542083,0.702020202020202,0.7171717171717171,0.702020202020202,0.7171717171717171,0.7330316742081449,0.7454545454545455,0.7330316742081449,0.7454545454545455,0.6136363636363636,0.6612903225806451,0.6136363636363636,0.6612903225806451,0.9101123595505618,0.8541666666666666,0.9101123595505618,0.8541666666666666,0.7211112256468406,0.7212009803921569,0.7211112256468406,0.7212009803921569
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,9,"[8, 15, 9, 13, 11, 12, 7, 0, 14]","[-3, 2, -2, 1, 1, 2, 1, -1, -1]",2,isotonic,constrained_precision,0.1879869488903326,0.2196518989267094,0.7565199463972786,0.6840277777777778,0.6183206106870229,0.5301204819277109,0.7903194384332363,0.7631618755706044,0.7070707070707071,0.696969696969697,0.7070707070707071,0.696969696969697,0.7363636363636363,0.7222222222222223,0.7363636363636363,0.7222222222222223,0.6183206106870229,0.65,0.6183206106870229,0.65,0.9101123595505618,0.8125,0.9101123595505618,0.8125,0.7256983816101432,0.7003676470588236,0.7256983816101432,0.7003676470588236
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,10,"[8, 15, 9, 13, 11, 12, 7, 0, 14, 5]","[-3, 2, -2, 1, 1, 2, 1, -1, -1, 1]",2,isotonic,constrained_precision,0.1905895101202437,0.2243026114291674,0.7478610452530667,0.6760620915032679,0.6014492753623188,0.5569620253164557,0.7929215627102401,0.7475984249653936,0.6919191919191919,0.696969696969697,0.6919191919191919,0.696969696969697,0.7312775330396476,0.7272727272727272,0.7312775330396476,0.7272727272727272,0.6014492753623188,0.6451612903225806,0.6014492753623188,0.6451612903225806,0.9325842696629212,0.8333333333333334,0.9325842696629212,0.8333333333333334,0.7139985568498093,0.7009803921568627,0.7139985568498093,0.7009803921568627
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,11,"[8, 15, 9, 13, 11, 12, 7, 0, 14, 5, 1]","[-3, 2, -2, 1, 1, 2, 1, -1, -1, 1, -1]",2,isotonic,constrained_precision,0.1886179023651464,0.2261548771072291,0.750644263477992,0.6887254901960784,0.6136363636363636,0.5365853658536586,0.7846702497145274,0.732023999280596,0.702020202020202,0.696969696969697,0.702020202020202,0.696969696969697,0.7330316742081449,0.7169811320754716,0.7330316742081449,0.7169811320754716,0.6136363636363636,0.6551724137931034,0.6136363636363636,0.6551724137931034,0.9101123595505618,0.7916666666666666,0.9101123595505618,0.7916666666666666,0.7211112256468406,0.6997549019607843,0.7211112256468406,0.6997549019607843
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,12,"[8, 15, 9, 13, 11, 12, 7, 0, 14, 5, 1, 3]","[-3, 2, -2, 1, 1, 2, 1, -1, -1, 1, -1, 1]",2,isotonic,constrained_precision,0.1934554254899918,0.2259867888376636,0.7438923822286362,0.6785130718954249,0.5955882352941176,0.5348837209302325,0.8011003353806421,0.7881405226871103,0.6919191919191919,0.6464646464646465,0.6919191919191919,0.6464646464646465,0.7136150234741784,0.6464646464646465,0.7136150234741784,0.6464646464646465,0.6129032258064516,0.6274509803921569,0.6129032258064516,0.6274509803921569,0.8539325842696629,0.6666666666666666,0.8539325842696629,0.6666666666666666,0.7067828058962993,0.6470588235294117,0.7067828058962993,0.6470588235294117
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,13,"[8, 15, 9, 13, 11, 12, 7, 0, 14, 5, 1, 3, 4]","[-3, 2, -2, 1, 1, 2, 1, -1, -1, 1, -1, 1, 2]",2,isotonic,constrained_precision,0.1912006343824525,0.2268426938302517,0.7492526543655293,0.7064950980392157,0.6090225563909775,0.5280898876404494,0.7985943900539585,0.7569945856276146,0.696969696969697,0.6767676767676768,0.696969696969697,0.6767676767676768,0.7297297297297297,0.6923076923076924,0.7297297297297297,0.6923076923076924,0.6090225563909775,0.6428571428571429,0.6090225563909775,0.6428571428571429,0.9101123595505618,0.75,0.9101123595505618,0.75,0.7165240696835378,0.678921568627451,0.7165240696835378,0.678921568627451
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,14,"[8, 15, 9, 13, 11, 12, 7, 0, 14, 5, 1, 3, 4, 2]","[-3, 2, -2, 1, 1, 2, 1, -1, -1, 1, -1, 1, 2, 2]",2,isotonic,constrained_precision,0.1934335181884201,0.2266192125988838,0.7497165240696835,0.6924019607843137,0.5955882352941176,0.5357142857142857,0.8075678275118551,0.7816680245031178,0.702020202020202,0.6363636363636364,0.702020202020202,0.6363636363636364,0.6974358974358974,0.6170212765957447,0.6974358974358974,0.6170212765957447,0.6415094339622641,0.6304347826086957,0.6415094339622641,0.6304347826086957,0.7640449438202247,0.6041666666666666,0.7640449438202247,0.6041666666666666,0.7077105453046078,0.6354166666666666,0.7077105453046078,0.6354166666666666
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,15,"[8, 15, 9, 13, 11, 12, 7, 0, 14, 5, 1, 3, 4, 2, 6]","[-3, 2, -2, 1, 1, 2, 1, -1, -1, 1, -1, 1, 2, 2, 3]",2,isotonic,constrained_precision,0.1850153482222025,0.2005024114141236,0.7820327801257602,0.7379493464052288,0.5912408759124088,0.5357142857142857,0.7785238574646398,0.7961153024240436,0.7121212121212122,0.7373737373737373,0.7121212121212122,0.7373737373737373,0.7246376811594202,0.7592592592592592,0.7246376811594202,0.7592592592592592,0.635593220338983,0.6833333333333333,0.635593220338983,0.6833333333333333,0.8426966292134831,0.8541666666666666,0.8426966292134831,0.8541666666666666,0.7241006081847232,0.7408088235294117,0.7241006081847232,0.7408088235294117
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,16,"[8, 15, 9, 13, 11, 12, 7, 0, 14, 5, 1, 3, 4, 2, 6, 10]","[-3, 2, -2, 1, 1, 2, 1, -1, -1, 1, -1, 1, 2, 2, 3, -1]",2,isotonic,constrained_precision,0.1845563874515957,0.2023756798160323,0.7845067518812494,0.7381535947712418,0.5955882352941176,0.5222222222222223,0.7830365861547659,0.7952472459950933,0.7171717171717171,0.7171717171717171,0.7171717171717171,0.7171717171717171,0.72,0.7358490566037735,0.72,0.7358490566037735,0.6486486486486487,0.6724137931034483,0.6486486486486487,0.6724137931034483,0.8089887640449438,0.8125,0.8089887640449438,0.8125,0.7255952994536645,0.7199754901960784,0.7255952994536645,0.7199754901960784
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,0,[],[],2,isotonic,balanced_accuracy,0.2474492398734823,0.2510203040506071,0.5,0.5,0.4494949494949495,0.4848484848484848,0.9926274950457996,0.9926274950457996,0.5505050505050505,0.5151515151515151,0.5505050505050505,0.5151515151515151,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,1,[6],[3],2,isotonic,balanced_accuracy,0.2084615126598048,0.2229586322176356,0.6850324708792908,0.6629901960784313,0.4494949494949495,0.4848484848484848,0.876263200960468,0.8716351214621018,0.702020202020202,0.6666666666666666,0.702020202020202,0.6666666666666666,0.609271523178808,0.611764705882353,0.609271523178808,0.611764705882353,0.7419354838709677,0.7027027027027027,0.7419354838709677,0.7027027027027027,0.5168539325842697,0.5416666666666666,0.5168539325842697,0.5416666666666666,0.6850324708792908,0.6629901960784313,0.6850324708792908,0.6629901960784313
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,2,"[6, 2]","[3, 3]",2,isotonic,balanced_accuracy,0.2021619483422386,0.2183025106012413,0.717709514483043,0.6789215686274511,0.4494949494949495,0.4848484848484848,0.8559343646016891,0.8655627146931391,0.7121212121212122,0.6767676767676768,0.7121212121212122,0.6767676767676768,0.6984126984126984,0.6923076923076924,0.6984126984126984,0.6923076923076924,0.66,0.6428571428571429,0.66,0.6428571428571429,0.7415730337078652,0.75,0.7415730337078652,0.75,0.7148232141016391,0.678921568627451,0.7148232141016391,0.678921568627451
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,3,"[6, 2, 15]","[3, 3, 2]",2,isotonic,balanced_accuracy,0.1870040681516091,0.2116365524179304,0.7622410060818472,0.7406045751633987,0.4494949494949495,0.4848484848484848,0.8085953877589415,0.8146839774567276,0.7474747474747475,0.6868686868686869,0.7474747474747475,0.6868686868686869,0.7023809523809523,0.6516853932584269,0.7023809523809523,0.6516853932584269,0.7468354430379747,0.7073170731707317,0.7468354430379747,0.7073170731707317,0.6629213483146067,0.6041666666666666,0.6629213483146067,0.6041666666666666,0.7397175548912482,0.6844362745098038,0.7397175548912482,0.6844362745098038
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,4,"[6, 2, 15, 0]","[3, 3, 2, 2]",2,isotonic,balanced_accuracy,0.1851757787275757,0.2202114215714747,0.7671889495928255,0.7022058823529412,0.4494949494949495,0.4848484848484848,0.8014050506158564,0.8079349673268695,0.7474747474747475,0.6868686868686869,0.7474747474747475,0.6868686868686869,0.7023809523809523,0.6593406593406593,0.7023809523809523,0.6593406593406593,0.7468354430379747,0.6976744186046512,0.7468354430379747,0.6976744186046512,0.6629213483146067,0.625,0.6629213483146067,0.625,0.7397175548912482,0.6850490196078431,0.7397175548912482,0.6850490196078431
heart,0,"[-3, -2, -1, 1, 2, 3]",PSL,5,"[6, 2, 15, 0, 3]","[3, 3, 2, 2, -2]",2,isotonic,balanced_accuracy,0.1739407057588876,0.2288534697625606,0.7737862076074631,0.6991421568627452,0.4494949494949495,0.4848484848484848,0.7664896330780947,0.7664896330780945,0.7727272727272727,0.6666666666666666,0.7727272727272727,0.6666666666666666,0.7169811320754716,0.6024096385542168,0.7169811320754716,0.6024096385542168,0.8142857142857143,0.7142857142857143,0.8142857142857143,0.7142857142857143,0.6404494382022472,0.5208333333333334,0.6404494382022472,0.5208333333333334,0.7605916915781878,0.6623774509803921,0.7605916915781878,0.6623774509803921
