dataset,fold,score_set,method,c_value,stage,features,scores,slim_threshold,solution_code,accuracy_score_y_pred_train,accuracy_score_y_pred_test,f1_score_y_pred_train,f1_score_y_pred_test,precision_score_y_pred_train,precision_score_y_pred_test,recall_score_y_pred_train,recall_score_y_pred_test,balanced_accuracy_score_y_pred_train,balanced_accuracy_score_y_pred_test,lookahead,psl_calibration_method,psl_optimization_metric,brier_score_loss_train,brier_score_loss_test,roc_auc_score_train,roc_auc_score_test,constrained_precision_train,constrained_precision_test,expected_entropy_train,expected_entropy_test,accuracy_score_y_bal_train,accuracy_score_y_bal_test,f1_score_y_bal_train,f1_score_y_bal_test,precision_score_y_bal_train,precision_score_y_bal_test,recall_score_y_bal_train,recall_score_y_bal_test,balanced_accuracy_score_y_bal_train,balanced_accuracy_score_y_bal_test
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,1,[5],[3],,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,expected_entropy,0.0828630634035768,0.1221478659741358,0.7128980960158163,0.7062303791354746,0.1077235772357723,0.1687242798353909,0.4202458125114652,0.4644845459776297,0.8577235772357723,0.8024691358024691,0.4444444444444444,0.4893617021276596,0.3835616438356164,0.4339622641509434,0.5283018867924528,0.5609756097560976,0.7128980960158164,0.7062303791354745
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,2,"[5, 8]","[3, 3]",,,0.9004065040650406,0.8559670781893004,0.5050505050505051,0.5454545454545454,0.5434782608695652,0.5833333333333334,0.4716981132075472,0.5121951219512195,0.7119310611595823,0.7189688481043226,2.0,isotonic,expected_entropy,0.075668973510115,0.1086384209987859,0.777775390037392,0.8042743298720116,0.1077235772357723,0.2469135802469135,0.3883426699811934,0.4394451631873415,0.9004065040650406,0.8559670781893004,0.5050505050505051,0.5454545454545454,0.5434782608695652,0.5833333333333334,0.4716981132075472,0.5121951219512195,0.7119310611595823,0.7189688481043226
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,3,"[5, 8, 4]","[3, 3, 2]",,,0.9126016260162602,0.8683127572016461,0.3768115942028985,0.3846153846153846,0.8125,0.9090909090909092,0.2452830188679245,0.2439024390243902,0.619224652941935,0.6194759719874426,2.0,isotonic,expected_entropy,0.0687701223458357,0.1010186885814101,0.8200885374135041,0.831320936971746,0.1077235772357723,0.2469135802469135,0.3553663893752127,0.4050577658418678,0.8638211382113821,0.8106995884773662,0.5179856115107914,0.54,0.4186046511627907,0.4576271186440678,0.6792452830188679,0.6585365853658537,0.7826750333089784,0.7500603718908476
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,4,"[5, 8, 4, 2]","[3, 3, 2, 1]",,,0.9126016260162602,0.8683127572016461,0.3768115942028985,0.3846153846153846,0.8125,0.9090909090909092,0.2452830188679245,0.2439024390243902,0.619224652941935,0.6194759719874426,2.0,isotonic,expected_entropy,0.0660251306773594,0.097539817823273,0.8495508660334379,0.8739434919101666,0.1328125,0.3508771929824561,0.3389344458426799,0.3988243497530851,0.8638211382113821,0.8106995884773662,0.5179856115107914,0.54,0.4186046511627907,0.4576271186440678,0.6792452830188679,0.6585365853658537,0.7826750333089784,0.7500603718908476
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,5,"[5, 8, 4, 2, 7]","[3, 3, 2, 1, 1]",,,0.9166666666666666,0.8683127572016461,0.4225352112676056,0.4285714285714285,0.8333333333333334,0.8,0.2830188679245283,0.2926829268292683,0.6380925774702368,0.6389157208403767,2.0,isotonic,expected_entropy,0.0635511877080355,0.0985261217073985,0.8534404951218464,0.8914513402559768,0.1328125,0.3508771929824561,0.3284561172538342,0.3871300119704973,0.9004065040650406,0.8395061728395061,0.5811965811965812,0.5617977528089888,0.53125,0.5208333333333334,0.6415094339622641,0.6097560975609756,0.7865861520608587,0.7479473557111809
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,6,"[5, 8, 4, 2, 7, 0]","[3, 3, 2, 1, 1, 2]",,,0.9146341463414634,0.8641975308641975,0.6037735849056604,0.5714285714285715,0.6037735849056604,0.6111111111111112,0.6037735849056604,0.5365853658536586,0.7779687970086389,0.7336392175802946,2.0,isotonic,expected_entropy,0.0620483205395764,0.0957678757228401,0.8688485838311771,0.8980318763583676,0.1461318051575931,0.4382022471910112,0.3187501148067503,0.3623518322980933,0.7784552845528455,0.7860082304526749,0.4467005076142132,0.6,0.3055555555555556,0.4382022471910112,0.8301886792452831,0.951219512195122,0.8011991232217304,0.8518473798599372
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,7,"[5, 8, 4, 2, 7, 0, 9]","[3, 3, 2, 1, 1, 2, 3]",,,0.9146341463414634,0.8641975308641975,0.6037735849056604,0.5714285714285715,0.6037735849056604,0.6111111111111112,0.6037735849056604,0.5365853658536586,0.7779687970086389,0.7336392175802946,2.0,isotonic,expected_entropy,0.0616215265419643,0.0951152472489969,0.8805604504233465,0.9033446027529582,0.1639871382636656,0.4588235294117647,0.3123255523760529,0.3634205375864964,0.7967479674796748,0.8024691358024691,0.4680851063829788,0.6190476190476191,0.3259259259259259,0.4588235294117647,0.8301886792452831,0.951219512195122,0.8114496926978123,0.8617483699589471
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,8,"[5, 8, 4, 2, 7, 0, 9, 3]","[3, 3, 2, 1, 1, 2, 3, 2]",,,0.9207317073170732,0.8641975308641975,0.5979381443298969,0.5217391304347826,0.6590909090909091,0.6428571428571429,0.5471698113207547,0.4390243902439024,0.7565006232002407,0.6947597198744264,2.0,isotonic,expected_entropy,0.060774665022192,0.0935474200914151,0.8866205355224137,0.9064235691861868,0.193050193050193,0.3445378151260504,0.3080277497521876,0.3716780674183297,0.8536585365853658,0.831275720164609,0.5324675324675325,0.6306306306306306,0.4059405940594059,0.5,0.7735849056603774,0.8536585365853658,0.8184553229896421,0.8401956049263463
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,9,"[5, 8, 4, 2, 7, 0, 9, 3, 1]","[3, 3, 2, 1, 1, 2, 3, 2, 2]",,,0.926829268292683,0.8806584362139918,0.6,0.5538461538461539,0.7297297297297297,0.75,0.5094339622641509,0.4390243902439024,0.7433274594919843,0.7046607099734363,2.0,isotonic,expected_entropy,0.0598557545662848,0.0900561555754873,0.8851377487428548,0.9158415841584158,0.1733333333333333,0.4347826086956521,0.3045032673293623,0.3563040413523377,0.8760162601626016,0.8477366255144033,0.5547445255474452,0.6262626262626262,0.4523809523809524,0.5344827586206896,0.7169811320754716,0.7560975609756098,0.8060987664933167,0.8112170973194881
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,10,"[5, 8, 4, 2, 7, 0, 9, 3, 1, 6]","[3, 3, 2, 1, 1, 2, 3, 2, 2, 2]",,,0.9247967479674796,0.8847736625514403,0.6185567010309277,0.6000000000000001,0.6818181818181818,0.7241379310344828,0.5660377358490566,0.5121951219512195,0.7670735376284008,0.7362955807775899,2.0,isotonic,expected_entropy,0.0577593115892642,0.0866780136249665,0.8864271285511669,0.8883120019319005,0.1682847896440129,0.2383720930232558,0.295913769281716,0.3478083369412176,0.8699186991869918,0.8436213991769548,0.5555555555555556,0.6346153846153846,0.4395604395604395,0.5238095238095238,0.7547169811320755,0.8048780487804879,0.8192719302015731,0.8281815986476697
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,0,[],[],,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,constrained_precision,0.0961192081433009,0.1439774829470667,0.5,0.5,0.1077235772357723,0.1687242798353909,0.4930111639614516,0.4930111639614516,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,1,[0],[3],,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,constrained_precision,0.0930670987291196,0.1376933578657835,0.6409292130485237,0.6320936971745955,0.1077235772357723,0.1687242798353909,0.4672151303963135,0.4899402619117015,0.4776422764227642,0.4691358024691358,0.2593659942363112,0.3582089552238806,0.1530612244897959,0.225,0.8490566037735849,0.8780487804878049,0.6409292130485237,0.6320936971745955
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,2,"[0, 7]","[3, 3]",,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,constrained_precision,0.0906592077982511,0.1312784966418884,0.6899686250913311,0.6847379859937213,0.1611842105263158,0.1687242798353909,0.4466373773195896,0.4738557102626694,0.4735772357723577,0.4609053497942387,0.2745098039215686,0.354679802955665,0.1611842105263158,0.2222222222222222,0.9245283018867924,0.8780487804878049,0.6718313491210728,0.6271432021250906
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,3,"[0, 7, 1]","[3, 3, 2]",,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,constrained_precision,0.0884438833122008,0.1229011453665865,0.7469162332917867,0.7908717701038397,0.1611842105263158,0.2,0.4323567254712057,0.4439685555600665,0.693089430894309,0.757201646090535,0.3348017621145375,0.5203252032520325,0.2183908045977011,0.3902439024390244,0.7169811320754716,0.7804878048780488,0.7035930717324966,0.7664815262014006
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,4,"[0, 7, 1, 2]","[3, 3, 2, 2]",,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,constrained_precision,0.084382862041342,0.114566165554747,0.8006618816349336,0.8477420912822989,0.2060085836909871,0.2962962962962963,0.3995166869309782,0.4126234333091336,0.6138211382113821,0.654320987654321,0.3356643356643357,0.4545454545454545,0.2060085836909871,0.3097345132743362,0.9056603773584906,0.8536585365853658,0.7421240383375596,0.7337599613619898
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,5,"[0, 7, 1, 2, 9]","[3, 3, 2, 2, 3]",,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,constrained_precision,0.0828033282678813,0.1130153792746122,0.8173163708256329,0.8492513885534895,0.2201834862385321,0.3100775193798449,0.3869722006905272,0.4102572554367952,0.6443089430894309,0.6707818930041153,0.3542435424354244,0.4594594594594594,0.2201834862385321,0.3177570093457944,0.9056603773584906,0.8292682926829268,0.7592083207976963,0.7339410770345327
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,6,"[0, 7, 1, 2, 9, 5]","[3, 3, 2, 2, 3, 1]",,,0.8943089430894309,0.8395061728395061,0.0714285714285714,0.1333333333333333,0.6666666666666666,0.75,0.0377358490566037,0.073170731707317,0.5177289723642928,0.5341101183289061,2.0,isotonic,constrained_precision,0.0768873014794191,0.0997557842421113,0.8487127691580351,0.8832407631007003,0.2177777777777777,0.3362068965517241,0.365000079585786,0.3991933864760061,0.6341463414634146,0.6748971193415638,0.3525179856115107,0.4968152866242038,0.2177777777777777,0.3362068965517241,0.9245283018867924,0.951219512195122,0.7618085700777926,0.7850156966916204
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,7,"[0, 7, 1, 2, 9, 5, 3]","[3, 3, 2, 2, 3, 1, 2]",,,0.8983739837398373,0.8888888888888888,0.4565217391304348,0.5970149253731344,0.5384615384615384,0.7692307692307693,0.3962264150943396,0.4878048780487805,0.6776120685950058,0.7290509538758754,2.0,isotonic,constrained_precision,0.0734800388098918,0.0945977665685338,0.8579318347874672,0.8773243177976333,0.2448979591836734,0.3584905660377358,0.3526639011760644,0.3911673788479786,0.6890243902439024,0.7078189300411523,0.3855421686746987,0.5170068027210885,0.2448979591836734,0.3584905660377358,0.9056603773584906,0.926829268292683,0.7842652684058968,0.7950978024631732
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,8,"[0, 7, 1, 2, 9, 5, 3, 6]","[3, 3, 2, 2, 3, 1, 2, -1]",,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,constrained_precision,0.0773424939452345,0.1024589974632809,0.8523230326213092,0.8670007244626902,0.2487046632124352,0.3557692307692308,0.3643261255907662,0.4108001532691843,0.6951219512195121,0.7078189300411523,0.3902439024390244,0.5103448275862069,0.2487046632124352,0.3557692307692308,0.9056603773584906,0.902439024390244,0.7876821248979241,0.7853779280367061
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,9,"[0, 7, 1, 2, 9, 5, 3, 6, 4]","[3, 3, 2, 2, 3, 1, 2, -1, 2]",,,0.8983739837398373,0.831275720164609,0.1071428571428571,0.0465116279069767,1.0,0.5,0.0566037735849056,0.024390243902439,0.5283018867924528,0.509719874426467,2.0,isotonic,constrained_precision,0.0710235306026854,0.0959567038374852,0.869708170370052,0.8942284472349674,0.2347417840375587,0.3478260869565217,0.3379087426056196,0.3783656240023383,0.6626016260162602,0.6872427983539094,0.3759398496240601,0.5128205128205128,0.2347417840375587,0.3478260869565217,0.9433962264150944,0.975609756097561,0.786048910474062,0.8021613136923449
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,10,"[0, 7, 1, 2, 9, 5, 3, 6, 4, 8]","[3, 3, 2, 2, 3, 1, 2, -1, 2, 1]",,,0.9044715447154472,0.8600823045267489,0.3896103896103896,0.3928571428571429,0.625,0.7333333333333333,0.2830188679245283,0.2682926829268293,0.6312588644861822,0.6242453513644047,2.0,isotonic,constrained_precision,0.0699337096205045,0.0925630527592047,0.8776593458546439,0.9066650567495772,0.2425742574257425,0.3669724770642202,0.3297636582241796,0.3788626185839752,0.6808943089430894,0.7119341563786008,0.3843137254901961,0.5333333333333333,0.2425742574257425,0.3669724770642202,0.9245283018867924,0.975609756097561,0.7880044698500022,0.8170127988408598
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,0,[],[],,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,balanced_accuracy,0.0961192081433009,0.1439774829470667,0.5,0.5,0.1077235772357723,0.1687242798353909,0.4930111639614516,0.4930111639614516,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,1,[5],[3],,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,balanced_accuracy,0.0828630634035768,0.1221478659741358,0.7128980960158163,0.7062303791354746,0.1077235772357723,0.1687242798353909,0.4202458125114652,0.4644845459776297,0.8577235772357723,0.8024691358024691,0.4444444444444444,0.4893617021276596,0.3835616438356164,0.4339622641509434,0.5283018867924528,0.5609756097560976,0.7128980960158164,0.7062303791354745
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,2,"[5, 4]","[3, 3]",,,0.9065040650406504,0.8641975308641975,0.3783783783783783,0.3999999999999999,0.6666666666666666,0.7857142857142857,0.2641509433962264,0.2682926829268293,0.6241028065500495,0.6267205988891572,2.0,isotonic,balanced_accuracy,0.0772807875261258,0.1126847816858185,0.7740576782567585,0.7506037189084762,0.1077235772357723,0.1687242798353909,0.3934139454561582,0.4199585105679461,0.758130081300813,0.7283950617283951,0.3959390862944162,0.4677419354838709,0.2708333333333333,0.3493975903614458,0.7358490566037735,0.7073170731707317,0.74833455108093,0.7199951702487322
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,3,"[5, 4, 8]","[3, 3, 2]",,,0.9126016260162602,0.8683127572016461,0.3768115942028985,0.3846153846153846,0.8125,0.9090909090909092,0.2452830188679245,0.2439024390243902,0.619224652941935,0.6194759719874426,2.0,isotonic,balanced_accuracy,0.0693592312367901,0.1027163805303876,0.8127605621695965,0.821118087418498,0.1486068111455108,0.2383720930232558,0.3579116418194462,0.4024753893073741,0.8638211382113821,0.8106995884773662,0.5179856115107914,0.54,0.4186046511627907,0.4576271186440678,0.6792452830188679,0.6585365853658537,0.7826750333089784,0.7500603718908476
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,4,"[5, 4, 8, 7]","[3, 3, 2, 2]",,,0.9166666666666666,0.8641975308641975,0.4533333333333333,0.4210526315789473,0.7727272727272727,0.75,0.320754716981132,0.2926829268292683,0.6546825976705205,0.6364404733156243,2.0,isotonic,balanced_accuracy,0.0663435719362592,0.1068327881792974,0.8243864701078781,0.8226273846896885,0.147239263803681,0.2342857142857143,0.3425538657355885,0.3879843750779796,0.8617886178861789,0.8065843621399177,0.5277777777777778,0.5346534653465347,0.4175824175824176,0.45,0.7169811320754716,0.6585365853658537,0.798126101345253,0.7475851243660951
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,5,"[5, 4, 8, 7, 9]","[3, 3, 2, 2, 3]",,,0.9166666666666666,0.8600823045267489,0.4533333333333333,0.3928571428571429,0.7727272727272727,0.7333333333333333,0.320754716981132,0.2682926829268293,0.6546825976705205,0.6242453513644047,2.0,isotonic,balanced_accuracy,0.0644882827691742,0.1060449505186312,0.8475308376670821,0.8379618449649843,0.1666666666666666,0.2546583850931677,0.3278908515628344,0.3835174377980683,0.8780487804878049,0.8189300411522634,0.5588235294117646,0.5510204081632653,0.4578313253012048,0.4736842105263157,0.7169811320754716,0.6585365853658537,0.8072377186573259,0.7550108669403526
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,6,"[5, 4, 8, 7, 9, 6]","[3, 3, 2, 2, 3, 1]",,,0.9166666666666666,0.8641975308641975,0.4533333333333333,0.4210526315789473,0.7727272727272727,0.75,0.320754716981132,0.2926829268292683,0.6546825976705205,0.6364404733156243,2.0,isotonic,balanced_accuracy,0.0637669858437433,0.1010897375503256,0.849378948725663,0.84695725670128,0.1666666666666666,0.2546583850931677,0.3264566716261435,0.3783940854597823,0.8760162601626016,0.8189300411522634,0.5547445255474452,0.5510204081632653,0.4523809523809524,0.4736842105263157,0.7169811320754716,0.6585365853658537,0.8060987664933167,0.7550108669403526
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,7,"[5, 4, 8, 7, 9, 6, 1]","[3, 3, 2, 2, 3, 1, 1]",,,0.91869918699187,0.8765432098765432,0.5121951219512195,0.53125,0.7241379310344828,0.7391304347826086,0.3962264150943396,0.4146341463414634,0.689001590235097,0.6924655880222168,2.0,isotonic,balanced_accuracy,0.0624838688863079,0.0937352568442568,0.8449950573774014,0.8641632455928521,0.1632653061224489,0.2515337423312883,0.3244025277246908,0.3545154692222596,0.8922764227642277,0.8724279835390947,0.5826771653543307,0.6352941176470588,0.5,0.6136363636363636,0.6981132075471698,0.6585365853658537,0.8069153737052477,0.7871890847621348
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,8,"[5, 4, 8, 7, 9, 6, 1, 3]","[3, 3, 2, 2, 3, 1, 1, -1]",,,0.9146341463414634,0.8641975308641975,0.4166666666666667,0.3773584905660377,0.7894736842105263,0.8333333333333334,0.2830188679245283,0.2439024390243902,0.6369536253062277,0.6170007244626902,2.0,isotonic,balanced_accuracy,0.0643940400221109,0.0981073412150761,0.846563802810848,0.8711663849311762,0.1498470948012232,0.2827586206896552,0.3298616192048142,0.3736432324247654,0.8821138211382114,0.8436213991769548,0.5671641791044776,0.5957446808510638,0.4691358024691358,0.5283018867924528,0.7169811320754716,0.6829268292682927,0.809515622985344,0.7795822265153345
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,9,"[5, 4, 8, 7, 9, 6, 1, 3, 2]","[3, 3, 2, 2, 3, 1, 1, -1, 1]",,,0.9126016260162602,0.8683127572016461,0.4415584415584415,0.4482758620689655,0.7083333333333334,0.7647058823529411,0.320754716981132,0.3170731707317073,0.6524046933425023,0.6486355952668438,2.0,isotonic,balanced_accuracy,0.0631163155553399,0.0979088347110975,0.8563630893540207,0.86066167592369,0.1678082191780822,0.2662337662337662,0.3209492042016136,0.35756018121192,0.9004065040650406,0.8600823045267489,0.6016260162601625,0.6046511627906976,0.5285714285714286,0.5777777777777777,0.6981132075471698,0.6341463414634146,0.8114711823612841,0.7700434677614103
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,10,"[5, 4, 8, 7, 9, 6, 1, 3, 2, 0]","[3, 3, 2, 2, 3, 1, 1, -1, 1, -1]",,,0.9126016260162602,0.8641975308641975,0.4556962025316456,0.4761904761904761,0.6923076923076923,0.6818181818181818,0.3396226415094339,0.3658536585365853,0.6606997034426441,0.6656000965950253,2.0,isotonic,balanced_accuracy,0.0663073156160686,0.1049744625984389,0.8385696479993124,0.8406182081622797,0.1536050156739812,0.25625,0.3370537392322598,0.3756605025038041,0.8800813008130082,0.8271604938271605,0.556390977443609,0.5531914893617021,0.4625,0.490566037735849,0.6981132075471698,0.6341463414634146,0.8000816607211931,0.7502414875633905
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,0,[],[],,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,accuracy,0.0961192081433009,0.1439774829470667,0.5,0.5,0.1077235772357723,0.1687242798353909,0.4930111639614516,0.4930111639614516,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,1,[4],[3],,,0.8922764227642277,0.831275720164609,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,accuracy,0.0899319547543301,0.1342593596116595,0.6595392616151632,0.6404853900024149,0.1077235772357723,0.1687242798353909,0.4553105280737716,0.4524797037295744,0.806910569105691,0.7901234567901234,0.3448275862068966,0.3999999999999999,0.2717391304347826,0.3863636363636363,0.4716981132075472,0.4146341463414634,0.6595392616151632,0.6404853900024149
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,2,"[4, 5]","[3, 3]",,,0.9065040650406504,0.8641975308641975,0.3783783783783783,0.3999999999999999,0.6666666666666666,0.7857142857142857,0.2641509433962264,0.2682926829268293,0.6241028065500495,0.6267205988891572,2.0,isotonic,accuracy,0.0772807875261258,0.1126847816858185,0.7740576782567585,0.7506037189084762,0.1077235772357723,0.1687242798353909,0.3934139454561582,0.4199585105679461,0.758130081300813,0.7283950617283951,0.3959390862944162,0.4677419354838709,0.2708333333333333,0.3493975903614458,0.7358490566037735,0.7073170731707317,0.74833455108093,0.7199951702487322
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,3,"[4, 5, 3]","[3, 3, 3]",,,0.9126016260162602,0.8641975308641975,0.3943661971830985,0.3773584905660377,0.7777777777777778,0.8333333333333334,0.2641509433962264,0.2439024390243902,0.6275196630420767,0.6170007244626902,2.0,isotonic,accuracy,0.0730204883992027,0.1099870462569545,0.7975673700949844,0.7660589229654673,0.148036253776435,0.2076502732240437,0.3766600424938091,0.3970205715462164,0.8353658536585366,0.8189300411522634,0.4563758389261745,0.5217391304347826,0.3541666666666667,0.4705882352941176,0.6415094339622641,0.5853658536585366,0.7501396828125672,0.7258512436609514
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,4,"[4, 5, 3, 6]","[3, 3, 3, 2]",,,0.91869918699187,0.8888888888888888,0.5238095238095237,0.5423728813559323,0.7096774193548387,0.8888888888888888,0.4150943396226415,0.3902439024390244,0.6972966003352388,0.6901714561700072,2.0,isotonic,accuracy,0.0687814481104954,0.1000574511716815,0.8070013323591352,0.7824800772760203,0.148036253776435,0.2076502732240437,0.3623074610396726,0.3843156696984049,0.8353658536585366,0.8189300411522634,0.4563758389261745,0.5217391304347826,0.3541666666666667,0.4705882352941176,0.6415094339622641,0.5853658536585366,0.7501396828125672,0.7258512436609514
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,5,"[4, 5, 3, 6, 2]","[3, 3, 3, 2, 2]",,,0.9227642276422764,0.8847736625514403,0.525,0.5172413793103449,0.7777777777777778,0.8823529411764706,0.3962264150943396,0.3658536585365853,0.6912794945631151,0.6779763342187877,2.0,isotonic,accuracy,0.0651485798586701,0.0957879628543322,0.8337129840546698,0.8364525476937937,0.1309823677581864,0.1943127962085308,0.342623653017806,0.3801737927769253,0.8658536585365854,0.8395061728395061,0.5074626865671641,0.5714285714285714,0.419753086419753,0.52,0.6415094339622641,0.6341463414634146,0.7672239652727038,0.7576672301376479
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,6,"[4, 5, 3, 6, 2, 7]","[3, 3, 3, 2, 2, 2]",,,0.926829268292683,0.8765432098765432,0.5714285714285714,0.5161290322580646,0.7741935483870968,0.7619047619047619,0.4528301886792453,0.3902439024390244,0.7184424291915589,0.6827457135957498,2.0,isotonic,accuracy,0.0631193960068074,0.0997899162714179,0.8347444879013193,0.8524510987684134,0.1309823677581864,0.1943127962085308,0.3354562126457442,0.3781206732422857,0.8455284552845529,0.8477366255144033,0.4794520547945206,0.6262626262626262,0.3763440860215054,0.5344827586206896,0.660377358490566,0.7560975609756098,0.7641294537327545,0.8112170973194881
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,7,"[4, 5, 3, 6, 2, 7, 1]","[3, 3, 3, 2, 2, 2, 3]",,,0.9288617886178862,0.8724279835390947,0.5569620253164558,0.4745762711864407,0.8461538461538461,0.7777777777777778,0.4150943396226415,0.3414634146341463,0.7029913611552843,0.6608307172180633,2.0,isotonic,accuracy,0.0608048667970688,0.0970641445897513,0.8398160484806808,0.8936247283264911,0.1572327044025157,0.3854166666666667,0.326651945006578,0.3425259867213076,0.8780487804878049,0.8930041152263375,0.5238095238095238,0.6829268292682927,0.4520547945205479,0.6829268292682927,0.6226415094339622,0.6829268292682927,0.7657626681566166,0.8092851968123642
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,8,"[4, 5, 3, 6, 2, 7, 1, 0]","[3, 3, 3, 2, 2, 2, 3, 2]",,,0.926829268292683,0.8683127572016461,0.5263157894736843,0.4482758620689655,0.8695652173913043,0.7647058823529411,0.3773584905660377,0.3170731707317073,0.6852623887909916,0.6486355952668438,2.0,isotonic,accuracy,0.0590145782469485,0.0953898045238426,0.8669360037821808,0.8967640666505676,0.199203187250996,0.3007518796992481,0.3090978533964331,0.3297417882295266,0.8760162601626016,0.897119341563786,0.5271317829457365,0.6987951807228916,0.4473684210526316,0.6904761904761905,0.6415094339622641,0.7073170731707317,0.7729187260927494,0.8214803187635837
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,9,"[4, 5, 3, 6, 2, 7, 1, 0, 8]","[3, 3, 3, 2, 2, 2, 3, 2, 1]",,,0.9308943089430894,0.8806584362139918,0.6304347826086957,0.5671641791044776,0.7435897435897436,0.7307692307692307,0.5471698113207547,0.4634146341463415,0.7621953840202862,0.7143805843999034,2.0,isotonic,accuracy,0.0579847558345545,0.0931838028898544,0.8657110929642842,0.9150567495773968,0.1851851851851851,0.3823529411764705,0.3078859296223987,0.3329330639683771,0.9126016260162602,0.8930041152263375,0.5981308411214954,0.6578947368421052,0.5925925925925926,0.7142857142857143,0.6037735849056604,0.6097560975609756,0.7768298448446298,0.7801255735329631
thorax,7,"[-3, -2, -1, 1, 2, 3]",PSL,,10,"[4, 5, 3, 6, 2, 7, 1, 0, 8, 9]","[3, 3, 3, 2, 2, 2, 3, 2, 1, 3]",,,0.9308943089430894,0.8806584362139918,0.6304347826086957,0.5671641791044776,0.7435897435897436,0.7307692307692307,0.5471698113207547,0.4634146341463415,0.7621953840202862,0.7143805843999034,2.0,isotonic,accuracy,0.0574971951957204,0.0914469030982075,0.8786693600378218,0.9184375754648636,0.2032520325203252,0.40625,0.3011471934824301,0.3315476780836741,0.8495934959349594,0.8641975308641975,0.5,0.6666666666666667,0.3894736842105263,0.5689655172413793,0.6981132075471698,0.8048780487804879,0.7829973782610564,0.8405578362714321
