dataset,fold,score_set,method,c_value,stage,features,scores,slim_threshold,solution_code,accuracy_score_y_pred_train,accuracy_score_y_pred_test,f1_score_y_pred_train,f1_score_y_pred_test,precision_score_y_pred_train,precision_score_y_pred_test,recall_score_y_pred_train,recall_score_y_pred_test,balanced_accuracy_score_y_pred_train,balanced_accuracy_score_y_pred_test,lookahead,psl_calibration_method,psl_optimization_metric,brier_score_loss_train,brier_score_loss_test,roc_auc_score_train,roc_auc_score_test,constrained_precision_train,constrained_precision_test,expected_entropy_train,expected_entropy_test,accuracy_score_y_bal_train,accuracy_score_y_bal_test,f1_score_y_bal_train,f1_score_y_bal_test,precision_score_y_bal_train,precision_score_y_bal_test,recall_score_y_bal_train,recall_score_y_bal_test,balanced_accuracy_score_y_bal_train,balanced_accuracy_score_y_bal_test
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,0,[],[],,,0.8739837398373984,0.8683127572016461,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,balanced_accuracy,0.1101361623372331,0.1143778729265763,0.5,0.5,0.1260162601626016,0.1316872427983539,0.5464106505273411,0.5464106505273411,0.8739837398373984,0.8683127572016461,0.0,0.0,,,0.0,0.0,0.5,0.5
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,1,[8],[3],,,0.8739837398373984,0.8683127572016461,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,balanced_accuracy,0.1026600677147355,0.1089079439135843,0.6959489872468116,0.6602488151658767,0.1260162601626016,0.1316872427983539,0.4915379796738237,0.5270737654499568,0.5650406504065041,0.5020576131687243,0.3354037267080745,0.3163841807909605,0.2076923076923077,0.193103448275862,0.8709677419354839,0.875,0.6959489872468116,0.6602488151658767
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,2,"[8, 2]","[3, 2]",,,0.8739837398373984,0.8683127572016461,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,balanced_accuracy,0.0946446452008013,0.0962477495927763,0.7765566391597899,0.791247037914692,0.1633802816901408,0.1758241758241758,0.4524305954809647,0.469271097422633,0.766260162601626,0.7654320987654321,0.4444444444444445,0.4672897196261681,0.3172413793103448,0.3333333333333333,0.7419354838709677,0.78125,0.7558514628657165,0.7721415876777251
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,3,"[8, 2, 5]","[3, 2, 2]",,,0.8922764227642277,0.8765432098765432,0.5137614678899082,0.4642857142857142,0.5957446808510638,0.5416666666666666,0.4516129032258064,0.40625,0.7037134283570893,0.6770586492890995,2.0,isotonic,balanced_accuracy,0.0823928836701577,0.0882836871592491,0.8249249812453114,0.8464158767772512,0.162534435261708,0.1720430107526881,0.4063520354704099,0.4203999935596008,0.766260162601626,0.7613168724279835,0.460093896713615,0.4821428571428572,0.3245033112582781,0.3375,0.7903225806451613,0.84375,0.77655663915979,0.7962825829383886
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,4,"[8, 2, 5, 0]","[3, 2, 2, 2]",,,0.8902439024390244,0.897119341563786,0.46,0.4680851063829787,0.6052631578947368,0.7333333333333333,0.3709677419354839,0.34375,0.6680420105026257,0.662396327014218,2.0,isotonic,balanced_accuracy,0.081267110474456,0.0797652118747572,0.8496061515378844,0.8826273696682464,0.1986531986531986,0.2222222222222222,0.3914420298176427,0.3877168647917407,0.8191056910569106,0.823045267489712,0.5189189189189188,0.5376344086021505,0.3902439024390244,0.4098360655737705,0.7741935483870968,0.78125,0.7998874718679669,0.8053169431279621
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,5,"[8, 2, 5, 0, 4]","[3, 2, 2, 2, 3]",,,0.8922764227642277,0.897119341563786,0.2933333333333333,0.3902439024390244,0.8461538461538461,0.8888888888888888,0.1774193548387097,0.25,0.586384096024006,0.6226303317535544,2.0,isotonic,balanced_accuracy,0.07476908039645,0.0731380530643468,0.8786196549137284,0.8963270142180095,0.1869158878504672,0.2077922077922078,0.3558753251944176,0.3630258617530616,0.7947154471544715,0.7777777777777778,0.5213270142180095,0.509090909090909,0.3691275167785235,0.358974358974359,0.8870967741935484,0.875,0.8342460615153788,0.8190165876777251
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,6,"[8, 2, 5, 0, 4, 9]","[3, 2, 2, 2, 3, 3]",,,0.8902439024390244,0.897119341563786,0.2702702702702702,0.3902439024390244,0.8333333333333334,0.8888888888888888,0.1612903225806451,0.25,0.5783195798949737,0.6226303317535544,2.0,isotonic,balanced_accuracy,0.0737935926716659,0.0724295035882438,0.8868342085521381,0.903954383886256,0.1993355481727574,0.2237762237762237,0.3479221313526127,0.3562796606419959,0.8130081300813008,0.7942386831275721,0.5445544554455445,0.5283018867924528,0.3928571428571428,0.3783783783783784,0.8870967741935484,0.875,0.8447111777944486,0.8284952606635071
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,7,"[8, 2, 5, 0, 4, 9, 6]","[3, 2, 2, 2, 3, 3, 1]",,,0.8963414634146342,0.9053497942386832,0.3376623376623376,0.4651162790697674,0.8666666666666667,0.9090909090909092,0.2096774193548387,0.3125,0.6025131282820705,0.6538803317535544,2.0,isotonic,balanced_accuracy,0.0715831026528462,0.069861001407123,0.8889159789947487,0.90728672985782,0.198019801980198,0.3866666666666666,0.3412296437246188,0.3477646656331178,0.8109756097560976,0.7983539094650206,0.541871921182266,0.5420560747663551,0.3900709219858156,0.3866666666666666,0.8870967741935484,0.90625,0.8435483870967742,0.8441202606635071
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,8,"[8, 2, 5, 0, 4, 9, 6, 7]","[3, 2, 2, 2, 3, 3, 1, 1]",,,0.9004065040650406,0.9053497942386832,0.4096385542168674,0.4651162790697674,0.8095238095238095,0.9090909090909092,0.2741935483870967,0.3125,0.6324456114028507,0.6538803317535544,2.0,isotonic,balanced_accuracy,0.0707704468078302,0.0686084033484261,0.8928544636159039,0.9178021327014216,0.198019801980198,0.3866666666666666,0.3389764422366871,0.3457272902197638,0.8089430894308943,0.7983539094650206,0.5392156862745098,0.5420560747663551,0.3873239436619718,0.3866666666666666,0.8870967741935484,0.90625,0.8423855963990998,0.8441202606635071
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,9,"[8, 2, 5, 0, 4, 9, 6, 7, 1]","[3, 2, 2, 2, 3, 3, 1, 1, 1]",,,0.9004065040650406,0.9135802469135802,0.4731182795698926,0.5882352941176471,0.7096774193548387,0.7894736842105263,0.3548387096774194,0.46875,0.6669542385596399,0.724896327014218,2.0,isotonic,balanced_accuracy,0.0711710537991674,0.0667705019767137,0.891747936984246,0.9142476303317536,0.2602739726027397,0.3670886075949367,0.3429564057177874,0.3511450199294735,0.8313008130081301,0.8353909465020576,0.5561497326203209,0.5833333333333334,0.416,0.4375,0.8387096774193549,0.875,0.8344711177794448,0.8521919431279621
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,10,"[8, 2, 5, 0, 4, 9, 6, 7, 1, 3]","[3, 2, 2, 2, 3, 3, 1, 1, 1, -1]",,,0.8963414634146342,0.9012345679012346,0.4848484848484847,0.5555555555555556,0.6486486486486487,0.6818181818181818,0.3870967741935484,0.46875,0.6784321080270068,0.7177873222748815,2.0,isotonic,balanced_accuracy,0.0729843876228201,0.0702584968492368,0.8848462115528883,0.9032879146919433,0.1775147928994082,0.1839080459770115,0.3457063607116448,0.3517518212190821,0.8150406504065041,0.8148148148148148,0.5472636815920399,0.5544554455445545,0.39568345323741,0.4057971014492754,0.8870967741935484,0.875,0.845873968492123,0.8403436018957346
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,0,[],[],,,0.8739837398373984,0.8683127572016461,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,accuracy,0.1101361623372331,0.1143778729265763,0.5,0.5,0.1260162601626016,0.1316872427983539,0.5464106505273411,0.5464106505273411,0.8739837398373984,0.8683127572016461,0.0,0.0,,,0.0,0.0,0.5,0.5
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,1,[4],[3],,,0.8739837398373984,0.8683127572016461,0.0,0.0,,,0.0,0.0,0.5,0.5,2.0,isotonic,accuracy,0.1037378544517152,0.1048780732613107,0.6353338334583646,0.6779472748815165,0.1260162601626016,0.1316872427983539,0.5122648905298425,0.5372587180123445,0.8089430894308943,0.7860082304526749,0.3472222222222222,0.3953488372093023,0.3048780487804878,0.3148148148148148,0.4032258064516129,0.53125,0.6353338334583646,0.6779472748815165
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,2,"[4, 5]","[3, 2]",,,0.8922764227642277,0.8930041152263375,0.3614457831325301,0.4347826086956521,0.7142857142857143,0.7142857142857143,0.2419354838709677,0.3125,0.6139909977494373,0.646771327014218,2.0,isotonic,accuracy,0.0892739589821694,0.0875156247895727,0.7520255063765942,0.7903584123222749,0.1260162601626016,0.1316872427983539,0.4470663193404977,0.4682910680293433,0.7540650406504065,0.7366255144032922,0.4154589371980676,0.4385964912280701,0.296551724137931,0.3048780487804878,0.6935483870967742,0.78125,0.7281695423855965,0.7555539099526066
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,3,"[4, 5, 6]","[3, 2, 2]",,,0.8963414634146342,0.8888888888888888,0.4269662921348314,0.4705882352941176,0.7037037037037037,0.631578947368421,0.3064516129032258,0.375,0.6439234808702176,0.6709123222748815,2.0,isotonic,accuracy,0.0856176791017249,0.0855216948751587,0.7557951987996998,0.7965047393364928,0.1260162601626016,0.1316872427983539,0.4369400934212916,0.4558645097785418,0.6849593495934959,0.6707818930041153,0.3673469387755101,0.3939393939393939,0.2459016393442623,0.26,0.7258064516129032,0.8125,0.7024381095273818,0.7308945497630333
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,4,"[4, 5, 6, 8]","[3, 2, 2, 2]",,,0.9105691056910568,0.9012345679012346,0.5217391304347827,0.5384615384615384,0.8,0.7,0.3870967741935484,0.4375,0.6865716429107277,0.704531990521327,2.0,isotonic,accuracy,0.0753623452863468,0.0813288795752263,0.816297824456114,0.8239040284360191,0.1731343283582089,0.1666666666666666,0.3894227656959624,0.4049672175224894,0.8028455284552846,0.8024691358024691,0.4699453551912568,0.5,0.3553719008264462,0.375,0.6935483870967742,0.75,0.7560765191297825,0.7802132701421801
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,5,"[4, 5, 6, 8, 1]","[3, 2, 2, 2, 1]",,,0.9126016260162602,0.9012345679012346,0.5168539325842697,0.5384615384615384,0.8518518518518519,0.7,0.3709677419354839,0.4375,0.6808327081770442,0.704531990521327,2.0,isotonic,accuracy,0.0740763687264413,0.0816721679337766,0.8229182295573894,0.833012440758294,0.1731343283582089,0.1666666666666666,0.3836008424145946,0.4033983060613732,0.8333333333333334,0.823045267489712,0.5060240963855421,0.5168539325842696,0.4038461538461538,0.4035087719298245,0.6774193548387096,0.71875,0.7666166541635409,0.778806279620853
thorax,0,"[-3, -2, -1, 1, 2, 3]",PSL,,6,"[4, 5, 6, 8, 1, 3]","[3, 2, 2, 2, 1, 1]",,,0.9126016260162602,0.9094650205761317,0.4941176470588234,0.56,0.9130434782608696,0.7777777777777778,0.3387096774193548,0.4375,0.6670292573143286,0.709271327014218,2.0,isotonic,accuracy,0.0722484914728032,0.0764472173778073,0.837828207051763,0.8502665876777251,0.162534435261708,0.1581632653061224,0.373400559914889,0.3865505966941621,0.8211382113821138,0.8148148148148148,0.4999999999999999,0.5161290322580645,0.3859649122807017,0.3934426229508196,0.7096774193548387,0.75,0.77344336084021,0.7873222748815165
